onset_s,wave_type
335.2039999999979,N
336.3319999999949,N
337.5430000000051,N
338.7159999999858,N
339.78800000000047,N
340.9079999999958,N
342.11799999998766,N
343.2820000000065,N
344.41399999998976,N
345.66499999997905,N
346.8859999999986,N
348.05799999999,N
349.1929999999993,N
350.39199999999255,N
351.51799999998184,N
352.58299999998417,N
353.75699999998324,N
354.9539999999979,N
356.0449999999837,N
357.1790000000037,N
358.33400000000256,N
359.4759999999951,N
360.5890000000072,N
361.7809999999881,N
362.9219999999914,N
363.9989999999816,N
365.13099999999395,N
366.2969999999914,N
367.35800000000745,N
368.2749999999942,N
369.1570000000065,N
370.1140000000014,N
371.2259999999951,N
372.3739999999816,N
373.49599999998463,N
374.6359999999986,N
375.73099999999977,N
376.75699999998324,N
377.81299999999464,N
378.9309999999823,N
380.0819999999949,N
381.20799999998417,N
382.237999999983,N
383.2829999999958,N
384.39100000000326,N
385.5439999999944,N
386.6849999999977,N
387.82600000000093,N
388.87899999998626,N
389.91399999998976,N
391.0709999999963,N
392.2630000000063,N
393.3209999999963,N
394.41699999998673,N
395.54899999999907,N
396.627999999997,N
397.69800000000396,N
398.81099999998696,N
399.9739999999874,N
401.0329999999958,N
402.0989999999874,N
403.2479999999923,N
404.44699999998556,N
405.4799999999814,N
406.58699999999953,N
407.7829999999958,N
408.9640000000072,N
410.09500000000116,N
411.2509999999893,N
412.42699999999604,N
413.6579999999958,N
414.85699999998906,N
416.07399999999325,N
417.26600000000326,N
418.43700000000536,N
419.5669999999809,N
420.82300000000396,N
422.0659999999916,N
423.24299999998766,N
424.3839999999909,N
425.4759999999951,N
426.5249999999942,N
427.6609999999928,N
428.872000000003,N
429.9890000000014,N
431.0909999999858,N
432.25500000000466,N
433.43799999999464,N
434.59399999998277,N
435.64100000000326,N
436.7019999999902,N
437.8429999999935,N
438.9780000000028,N
440.0819999999949,N
441.13099999999395,N
442.23199999998906,N
443.3539999999921,N
444.43700000000536,N
445.487999999983,N
446.59699999997974,N
447.72099999999045,N
448.83299999998417,N
449.86599999998,N
450.91300000000047,N
451.9890000000014,N
453.04999999998836,N
454.0599999999977,N
455.13999999998487,N
456.2639999999956,N
457.3769999999786,N
458.40099999998347,N
459.4539999999979,N
460.5249999999942,N
461.6039999999921,N
462.6259999999893,N
463.70900000000256,N
464.8489999999874,N
465.9210000000021,N
466.9899999999907,N
468.11799999998766,N
469.27999999999884,N
470.35800000000745,N
471.487999999983,N
472.6479999999865,N
473.7729999999865,N
474.82199999998556,N
475.94699999998556,N
477.0689999999886,N
478.1019999999844,N
479.14299999998184,N
480.16599999999744,N
481.05199999999604,N
481.95100000000093,N
482.81399999998393,N
483.65399999998044,N
484.60699999998906,N
485.60800000000745,N
486.6900000000023,N
487.86999999999534,N
489.070000000007,N
490.1579999999958,N
491.2939999999944,N
492.45999999999185,N
493.64299999998184,N
494.7969999999914,N
495.8509999999951,N
496.8500000000058,N
497.8990000000049,N
498.9860000000044,N
500.0209999999788,N
501.0920000000042,N
502.2399999999907,N
503.3319999999949,N
504.26600000000326,N
505.26900000000023,N
506.3889999999956,N
507.57399999999325,N
508.8070000000007,N
509.9079999999958,N
510.88300000000163,N
511.83400000000256,N
512.734999999986,N
513.6009999999951,N
514.4789999999921,N
515.4719999999797,N
516.3800000000047,N
517.3459999999905,N
518.4489999999932,N
519.551999999996,N
520.698000000004,N
521.7330000000075,N
522.8369999999995,N
524.0309999999881,N
525.1719999999914,N
526.30799999999,N
527.4029999999912,N
528.4169999999867,N
529.4339999999793,N
530.5419999999867,N
531.695000000007,N
532.8969999999972,N
534.1449999999895,N
535.3869999999879,N
536.6009999999951,N
537.8260000000009,N
539.0749999999825,N
540.3059999999823,N
541.362999999983,N
542.494000000006,N
543.7209999999905,N
544.8990000000049,N
546.0939999999828,N
547.2719999999972,N
548.3029999999853,N
549.3439999999828,N
550.494000000006,N
551.7179999999935,N
552.9260000000068,N
553.9519999999902,N
554.994000000006,N
556.25,N
557.505999999994,N
558.6469999999972,N
559.5929999999935,N
560.5270000000019,N
561.5849999999919,N
562.8849999999802,N
563.859999999986,N
564.8340000000026,N
565.744000000006,N
566.6209999999846,N
567.5479999999807,N
568.6319999999832,N
569.6469999999972,N
570.7589999999909,N
571.945000000007,N
573.1000000000058,N
574.0739999999932,N
575.1059999999998,N
576.2390000000014,N
577.426999999996,N
578.6520000000019,N
579.7999999999884,N
580.9219999999914,N
582.1639999999898,N
583.3729999999923,N
584.5329999999958,N
585.5709999999963,N
586.6179999999877,N
587.7280000000028,N
588.8390000000072,N
589.9919999999984,N
591.0929999999935,N
592.0920000000042,N
593.1600000000035,N
594.2740000000049,N
595.435999999987,N
596.6110000000044,N
597.7200000000012,N
598.8150000000023,N
600.0019999999786,N
601.1839999999793,N
602.3559999999998,N
603.4560000000056,N
604.4860000000044,N
605.55799999999,N
606.6929999999993,N
607.823000000004,N
608.8839999999909,N
610.0169999999925,N
611.1710000000021,N
612.2829999999958,N
613.4059999999881,N
614.4519999999902,N
615.6039999999921,N
616.7919999999867,N
617.9199999999837,N
618.9389999999839,N
620.002999999997,N
621.1619999999821,N
622.2889999999898,N
623.3849999999802,N
624.3849999999802,N
625.4210000000021,N
626.5439999999944,N
627.7129999999888,N
628.8369999999995,N
629.8420000000042,N
630.9569999999949,N
632.1179999999877,N
633.2390000000014,N
634.3619999999937,N
635.5289999999804,N
636.6600000000035,N
637.6459999999788,N
638.6269999999786,N
639.6900000000023,N
640.7690000000002,N
642.0160000000033,N
643.1939999999886,N
644.4599999999919,N
645.7690000000002,N
646.9819999999891,N
648.1229999999923,N
649.3269999999902,N
650.4700000000012,N
651.4229999999807,N
652.3249999999825,N
653.3269999999902,N
654.6479999999865,N
655.929999999993,N
657.164999999979,N
658.4979999999923,N
659.801999999996,N
661.0350000000035,N
662.2010000000009,N
663.3010000000068,N
664.4169999999867,N
665.6199999999953,N
666.7709999999788,N
667.9429999999993,N
669.1739999999991,N
670.4189999999944,N
671.5229999999865,N
672.7429999999877,N
673.9089999999851,N
674.9489999999932,N
676.0810000000056,N
677.3289999999979,N
678.5109999999986,N
679.5599999999977,N
680.6809999999823,N
681.8709999999846,N
683.0469999999914,N
684.1529999999912,N
685.3120000000054,N
686.4759999999951,N
687.5959999999905,N
688.6710000000021,N
689.8120000000054,N
690.9629999999888,N
692.0869999999995,N
693.2930000000051,N
694.5169999999925,N
695.6939999999886,N
696.7740000000049,N
697.9219999999914,N
699.1330000000016,N
700.2880000000005,N
701.3739999999816,N
702.4689999999828,N
703.369000000006,N
704.2200000000012,N
705.1359999999986,N
706.0489999999991,N
707.0350000000035,N
708.0219999999972,N
708.9780000000028,N
709.9130000000005,N
710.8189999999886,N
711.6919999999809,N
712.5439999999944,N
713.377999999997,N
714.2140000000072,N
715.0510000000068,N
715.8880000000063,N
716.6779999999853,N
717.4830000000075,N
718.2759999999835,N
718.6609999999928,N
719.060999999987,N
719.8299999999872,N
720.6039999999921,N
721.362999999983,N
722.1330000000016,N
722.8819999999832,N
723.6380000000063,N
724.3849999999802,N
725.1339999999909,N
725.880999999994,N
726.6169999999984,N
727.3859999999986,N
728.1440000000002,N
728.9139999999898,N
729.6619999999821,N
730.4089999999851,N
730.8459999999905,A
731.1779999999853,A
731.9409999999916,N
732.7250000000058,N
733.505999999994,N
734.2939999999944,N
735.1300000000047,N
735.9890000000014,N
736.872000000003,N
737.7140000000072,N
738.5289999999804,N
739.3839999999909,N
740.3139999999839,N
741.3029999999853,N
742.310999999987,N
743.3589999999967,N
744.4339999999793,N
745.5289999999804,N
746.6169999999984,N
747.5969999999797,N
748.5989999999874,N
749.6509999999835,N
750.5559999999823,N
751.426999999996,N
752.362999999983,N
753.3789999999863,N
754.4389999999839,N
755.4219999999914,N
756.3839999999909,N
757.43299999999,N
758.6179999999877,N
759.9180000000051,N
761.1909999999916,N
762.4119999999821,N
763.6300000000047,N
764.8340000000026,N
765.9670000000042,N
767.1999999999825,N
768.4890000000014,N
769.7129999999888,N
770.8349999999919,N
771.9219999999914,N
773.2759999999835,N
774.5769999999902,N
775.7360000000044,N
777.005999999994,N
778.2729999999865,N
779.4579999999842,N
780.6140000000014,N
781.7709999999788,N
782.8959999999788,N
783.9109999999928,N
785.0109999999986,N
786.2099999999919,N
787.3729999999923,N
788.4789999999921,N
789.5890000000072,N
790.664999999979,N
791.6490000000049,N
792.5430000000051,N
793.570000000007,N
794.7770000000019,N
795.9119999999821,N
797.0829999999842,N
798.25,N
799.2969999999914,N
800.3530000000028,N
801.4180000000051,N
802.505999999994,N
803.5689999999886,N
804.5869999999995,N
805.6710000000021,N
806.8129999999946,N
807.9459999999963,N
809.1069999999891,N
810.3159999999916,N
811.4860000000044,N
812.6019999999844,N
813.7140000000072,N
814.8489999999874,N
815.9499999999825,N
816.997000000003,N
818.1140000000014,N
819.255999999994,N
820.3940000000002,N
821.5229999999865,N
822.6209999999846,N
823.6570000000065,N
824.5659999999916,N
825.4379999999946,N
826.30799999999,N
827.2619999999879,N
828.323000000004,N
829.4130000000005,N
830.5109999999986,N
831.6119999999937,N
832.685999999987,N
833.6820000000007,N
834.6570000000065,N
835.6619999999821,N
836.5540000000037,N
837.4089999999851,N
838.3239999999932,N
839.4590000000026,N
840.7019999999902,N
841.8669999999984,N
843.0389999999898,N
844.2090000000026,N
845.3179999999993,N
846.4439999999886,N
847.5469999999914,N
848.6689999999944,N
849.6749999999884,N
850.6969999999856,N
851.6959999999963,N
852.6319999999832,N
853.5709999999963,N
854.7029999999795,N
855.926999999996,N
857.0499999999884,N
857.9979999999923,N
858.8640000000014,N
859.75,N
860.6929999999993,N
861.6239999999816,N
862.505999999994,N
863.3649999999907,N
864.2749999999942,N
865.2179999999935,N
866.2289999999921,N
867.255999999994,N
868.3589999999967,N
869.4750000000058,N
870.5789999999979,N
871.6609999999928,N
872.7569999999832,N
873.8830000000016,N
874.9769999999844,N
876.1179999999877,N
877.2709999999788,N
878.4389999999839,N
879.5929999999935,N
880.6919999999809,N
881.8429999999935,N
883.0339999999851,N
884.2149999999965,N
885.3329999999842,N
886.4679999999935,N
887.5380000000005,N
888.5279999999912,N
889.5270000000019,N
890.5559999999823,N
891.5689999999886,N
892.5709999999963,N
893.5559999999823,N
894.4370000000054,N
895.30799999999,N
896.2319999999891,N
897.1520000000019,N
898.0510000000068,N
898.926999999996,N
899.7609999999986,N
900.5789999999979,N
901.3789999999863,N
902.1469999999972,N
902.9180000000051,N
903.6609999999928,N
904.4429999999993,N
905.2589999999909,N
906.0589999999793,N
906.8849999999802,N
907.6939999999886,N
908.5,N
909.4109999999928,N
910.4249999999884,N
911.5190000000002,N
912.6739999999991,N
913.8569999999891,N
915.0069999999832,N
916.1689999999944,N
917.3469999999797,N
918.5430000000051,N
919.6989999999932,N
920.9309999999823,N
922.1589999999851,N
923.2919999999867,N
924.4569999999949,N
925.6259999999893,N
926.7509999999893,N
927.7869999999821,N
928.93299999999,N
930.1630000000005,N
931.252999999997,N
932.3479999999981,N
933.5270000000019,N
934.7099999999919,N
935.7939999999944,N
936.86599999998,N
937.9560000000056,N
939.0039999999863,N
940.0469999999914,N
941.1069999999891,N
942.1549999999988,N
943.179999999993,N
944.2219999999797,N
945.2919999999867,N
946.4210000000021,N
947.5350000000035,N
948.7229999999981,N
949.9260000000068,N
951.0499999999884,N
952.1239999999816,N
953.2360000000044,N
954.3830000000016,N
955.4510000000009,N
956.5799999999872,N
957.80799999999,N
958.9979999999923,N
960.0840000000026,N
961.1889999999839,N
962.3679999999877,N
963.4729999999981,N
964.4789999999921,N
965.4959999999846,N
966.5859999999811,N
967.6760000000068,N
968.6900000000023,N
969.7149999999965,N
970.7869999999821,N
971.8070000000007,N
972.8450000000012,N
973.9020000000019,N
974.9809999999998,N
976.0259999999835,N
977.0799999999872,N
978.2140000000072,N
979.3709999999846,N
980.426999999996,N
981.5279999999912,N
982.6749999999884,N
983.7779999999912,N
984.8070000000007,N
985.9180000000051,N
987.051999999996,N
988.1339999999909,N
989.2119999999995,N
990.3029999999853,N
991.3729999999923,N
992.372000000003,N
993.4389999999839,N
994.5890000000072,N
995.7119999999995,N
996.7939999999944,N
997.8919999999925,N
999.0270000000019,N
1000.0989999999874,N
1001.2019999999902,N
1002.30799999999,N
1003.36599999998,N
1004.3849999999802,N
1005.4890000000014,N
1006.5959999999905,N
1007.6490000000049,N
1008.7919999999867,N
1009.8839999999909,N
1010.9059999999881,N
1011.8979999999865,N
1012.945000000007,N
1013.9949999999953,N
1015.0650000000023,N
1016.0469999999914,N
1017.0939999999828,N
1018.1639999999898,N
1019.2630000000063,N
1020.2889999999898,N
1021.2969999999914,N
1022.369000000006,N
1023.4109999999928,N
1024.3059999999823,N
1025.1909999999916,N
1026.130999999994,N
1027.054999999993,N
1028.054999999993,N
1029.2029999999795,N
1030.3899999999849,N
1031.5909999999858,N
1032.7749999999942,N
1033.850999999995,N
1034.951000000001,N
1036.0689999999886,N
1037.228999999992,N
1038.2829999999958,N
1039.3450000000012,N
1040.4769999999844,N
1041.6729999999807,N
1042.7679999999818,N
1043.9349999999977,N
1045.1049999999814,N
1046.255999999994,N
1047.3390000000072,N
1048.4709999999905,N
1049.6289999999863,N
1050.6749999999884,N
1051.74099999998,N
1052.8010000000068,N
1053.877999999997,N
1054.9130000000005,N
1056.0359999999928,N
1057.2850000000035,N
1058.4640000000072,N
1059.5479999999807,N
1060.7189999999828,N
1061.9109999999928,N
1063.0069999999832,N
1064.1110000000044,N
1065.203999999998,N
1066.3089999999793,N
1067.3150000000023,N
1068.3729999999923,N
1069.4529999999795,N
1070.5299999999988,N
1071.6209999999846,N
1072.7949999999837,N
1073.935999999987,N
1075.0419999999867,N
1076.076000000001,N
1077.1820000000007,N
1078.356999999989,N
1079.533999999985,N
1080.6809999999823,N
1081.761999999988,N
1082.8269999999902,N
1083.9309999999823,N
1085.0620000000054,N
1086.1760000000068,N
1087.2029999999795,N
1088.2669999999925,N
1089.3899999999849,N
1090.4830000000075,N
1091.5219999999972,N
1092.6149999999907,N
1093.7709999999788,N
1094.816999999981,N
1095.8729999999923,N
1096.9670000000042,N
1098.070000000007,N
1099.1019999999844,N
1100.191999999981,N
1101.3420000000042,N
1102.4899999999907,N
1103.5289999999804,N
1104.5650000000023,N
1105.6529999999912,N
1106.7149999999965,N
1107.7239999999874,N
1108.8239999999932,N
1110.0080000000016,N
1111.127999999997,N
1112.1779999999853,N
1113.2630000000063,N
1114.4079999999958,N
1115.487999999983,N
1116.5950000000012,N
1117.6959999999963,N
1118.7630000000063,N
1119.8469999999797,N
1121.005999999994,N
1122.1559999999881,N
1123.2060000000056,N
1124.2280000000028,N
1125.298999999999,N
1126.3969999999972,N
1127.4919999999984,N
1128.6269999999786,N
1129.7709999999788,N
1130.93299999999,N
1132.0599999999977,N
1133.1909999999916,N
1134.2360000000044,N
1135.1330000000016,N
1136.0109999999986,N
1136.9799999999814,N
1138.0199999999895,N
1139.0899999999965,N
1140.0939999999828,N
1140.9979999999923,N
1141.9379999999946,N
1142.9689999999828,N
1144.0879999999888,N
1145.1389999999956,N
1146.0849999999919,N
1147.0890000000072,N
1148.203999999998,N
1149.3349999999919,N
1150.3830000000016,N
1151.4739999999874,N
1152.6030000000028,N
1153.7109999999811,N
1154.7949999999837,N
1155.786999999982,N
1156.7630000000063,N
1157.8010000000068,N
1158.9009999999835,N
1160.0270000000019,N
1161.046000000002,N
1162.0799999999872,N
1163.171000000002,N
1164.1760000000068,N
1165.1399999999849,N
1166.130999999994,N
1167.2299999999814,N
1168.3800000000047,N
1169.5419999999867,N
1170.6330000000016,N
1171.6609999999928,N
1172.7299999999814,N
1173.8310000000056,N
1174.8420000000042,N
1175.8759999999893,N
1176.9619999999995,N
1178.0709999999963,N
1179.1680000000051,N
1180.1879999999946,N
1181.2339999999967,N
1182.3159999999916,N
1183.4320000000007,N
1184.4249999999884,N
1185.453999999998,N
1186.6080000000075,N
1187.7550000000047,N
1188.786999999982,N
1189.8340000000026,N
1190.911999999982,N
1192.0209999999788,N
1193.109999999986,N
1194.1169999999984,N
1195.0909999999858,N
1196.1820000000007,N
1197.3299999999872,N
1198.4249999999884,N
1199.5039999999863,N
1200.633999999991,N
1201.7639999999956,N
1202.8150000000023,N
1203.8610000000044,N
1204.9439999999886,N
1205.8649999999907,N
1206.6929999999993,N
1207.5709999999963,N
1208.1999999999825,N
1210.046000000002,N
1210.8559999999998,N
1211.658999999985,N
1212.448000000004,N
1213.2489999999816,N
1214.0289999999804,N
1214.8159999999916,N
1215.5890000000072,N
1216.3649999999907,N
1217.127999999997,N
1217.8940000000002,N
1218.6549999999988,N
1219.421000000002,N
1220.2049999999872,N
1221.0589999999793,N
1222.0149999999849,N
1223.039999999979,N
1224.109999999986,N
1225.1929999999993,N
1226.296000000002,N
1227.4079999999958,N
1228.5080000000016,N
1229.6049999999814,N
1230.6520000000019,N
1231.6049999999814,N
1232.5989999999874,N
1233.6380000000063,N
1234.7099999999919,N
1235.7850000000035,N
1236.8279999999795,N
1237.8379999999888,N
1238.75,N
1239.6330000000016,N
1240.487999999983,N
1241.3409999999858,V
1242.2019999999902,N
1243.033999999985,N
1243.9560000000056,N
1245.0979999999981,N
1246.3209999999963,N
1247.4799999999814,N
1248.6399999999849,N
1249.7779999999912,N
1250.810999999987,N
1251.8129999999946,N
1252.801999999996,N
1253.7550000000047,N
1254.6729999999807,N
1255.5819999999949,N
1256.4599999999919,N
1257.3219999999856,N
1258.1570000000065,N
1258.953999999998,N
1259.7299999999814,N
1260.5219999999972,N
1261.2679999999818,N
1262.0099999999802,N
1262.7759999999835,N
1263.5469999999914,N
1264.3769999999786,N
1265.1900000000023,N
1265.99099999998,N
1266.813999999984,N
1267.6929999999993,N
1268.6080000000075,N
1269.5849999999919,N
1270.039999999979,A
1270.5439999999944,A
1271.445000000007,N
1272.3310000000056,N
1273.188999999984,N
1274.0279999999912,N
1274.8239999999932,N
1275.6570000000065,N
1276.5599999999977,N
1277.6539999999804,N
1278.725999999995,N
1279.7789999999804,N
1280.747000000003,N
1281.68299999999,N
1282.661999999982,N
1283.612999999983,N
1284.5149999999849,N
1285.380999999994,N
1286.2699999999895,N
1287.1419999999925,N
1288.063999999984,N
1289.0739999999932,N
1290.0879999999888,N
1291.1019999999844,N
1292.039999999979,N
1293.0109999999986,N
1294.1049999999814,N
1295.1529999999912,N
1296.1209999999846,N
1297.0050000000047,N
1297.8859999999986,N
1298.7479999999923,N
1299.5950000000012,N
1300.4739999999874,N
1301.3899999999849,N
1302.3519999999844,N
1303.353999999992,N
1304.3209999999963,N
1305.3189999999886,N
1306.3359999999811,N
1307.3949999999895,N
1308.5009999999893,N
1309.6149999999907,N
1310.7129999999888,N
1311.859999999986,N
1313.051999999996,N
1314.3120000000054,N
1315.5629999999946,N
1316.7669999999925,N
1317.9860000000044,N
1319.179999999993,N
1320.2979999999807,N
1321.49099999998,N
1322.679999999993,N
1323.8679999999877,N
1325.054999999993,N
1326.1449999999895,N
1327.2569999999832,N
1328.3899999999849,N
1329.4989999999816,N
1330.5799999999872,N
1331.6289999999863,N
1332.7669999999925,N
1333.8800000000047,N
1334.8940000000002,N
1335.9729999999981,N
1337.1269999999786,N
1338.3189999999886,N
1339.386999999988,N
1340.4719999999797,N
1341.576000000001,N
1342.606999999989,N
1343.6600000000035,N
1344.7789999999804,N
1345.8830000000016,N
1346.8209999999963,N
1347.7229999999981,N
1348.5739999999932,N
1349.3859999999986,N
1350.2170000000042,N
1351.0739999999932,N
1351.9290000000037,N
1352.761999999988,N
1353.566999999981,N
1354.3489999999874,N
1355.1209999999846,N
1355.8709999999846,N
1356.6110000000044,N
1357.3319999999949,N
1358.0439999999944,N
1358.761999999988,N
1359.4659999999858,N
1360.1680000000051,N
1360.899000000005,N
1361.636999999988,N
1362.4039999999804,N
1363.36599999998,N
1364.4009999999835,N
1365.362999999983,N
1366.2390000000014,N
1367.2219999999797,N
1368.3269999999902,N
1369.5160000000033,N
1370.671000000002,N
1371.823000000004,N
1372.9869999999937,N
1374.0289999999804,N
1375.1000000000058,N
1376.2129999999888,N
1377.3500000000058,N
1378.3219999999856,N
1379.383999999991,N
1380.5279999999912,N
1381.487999999983,N
1382.4619999999995,N
1383.6000000000058,N
1384.7669999999925,N
1385.7229999999981,N
1386.7189999999828,N
1387.8329999999842,N
1388.8640000000014,N
1389.7919999999867,N
1390.789999999979,N
1391.8469999999797,N
1393.033999999985,N
1394.119000000006,N
1395.2330000000075,N
1396.3889999999956,N
1397.563999999984,N
1398.649000000005,N
1399.7799999999988,N
1400.875,N
1401.9649999999965,N
1403.0439999999944,N
1404.1169999999984,N
1405.2679999999818,N
1406.4009999999835,N
1407.5779999999795,N
1408.6499999999942,N
1409.7360000000044,N
1410.862999999983,N
1411.9629999999888,N
1412.9929999999877,N
1414.078999999998,N
1415.1909999999916,N
1416.2979999999807,N
1417.2919999999867,N
1418.231999999989,N
1419.158999999985,N
1420.0199999999895,N
1421.0039999999863,N
1422.2060000000056,N
1423.3429999999935,N
1424.49099999998,N
1425.7099999999919,N
1426.75,N
1427.7859999999928,N
1428.8699999999953,N
1430.0019999999786,N
1431.078999999998,N
1432.2179999999935,N
1433.3310000000056,N
1434.3929999999818,N
1435.5179999999818,N
1436.6529999999912,N
1437.7360000000044,N
1438.7749999999942,N
1439.8549999999814,N
1440.9549999999872,N
1442.0149999999849,N
1443.1269999999786,N
1444.3329999999842,N
1445.478999999992,N
1446.5099999999802,N
1447.5289999999804,N
1448.5709999999963,N
1449.658999999985,N
1450.7229999999981,N
1451.7479999999923,N
1452.8589999999967,N
1454.0499999999884,N
1455.237999999983,N
1456.3739999999816,N
